day,time,close,open,high,low,volume
2009.06.25,0:00,157.03,156.9,158.51,155.93,16343
2009.06.26,0:00,157.31,157.05,158.21,156.65,15182
2009.06.29,0:00,159.11,157.2,159.29,156.7,12700
2009.06.30,0:00,158.54,159.12,160.24,158.18,17685
2009.07.01,0:00,159.25,158.53,159.95,158.19,14588
2009.07.02,0:00,157.24,159.24,159.31,156.85,15258
2009.07.03,0:00,156.81,157.25,157.83,156.4,11515
2009.07.06,0:00,155.26,156.88,156.88,153.01,15046
2009.07.07,0:00,153.12,155.27,155.34,152.71,14869
2009.07.08,0:00,149.26,153.11,153.12,146.75,20290
2009.07.09,0:00,151.87,149.25,152.34,148.1,19143
2009.07.10,0:00,150,151.88,152.13,148.35,17424
2009.07.13,0:00,150.82,149.69,150.97,147.13,22414
2009.07.14,0:00,152.47,150.83,152.98,150.69,27677
2009.07.15,0:00,154.72,152.48,155.14,152.39,23939
2009.07.16,0:00,154.36,154.75,155.03,153.03,26090
2009.07.17,0:00,153.9,154.37,154.6,152.38,19022
2009.07.20,0:00,155.83,153.85,156.42,153.72,17880
2009.07.21,0:00,154.21,155.84,155.99,153.09,19041
2009.07.22,0:00,154.41,154.27,154.59,152.31,20187
2009.07.23,0:00,156.41,154.42,157.59,153.82,22055
2009.07.24,0:00,155.75,156.43,157.16,155.34,15971
2009.07.27,0:00,156.9,156.2,157.45,155.15,15951
2009.07.28,0:00,155.29,156.89,157.43,154.13,18608
2009.07.29,0:00,155.55,155.3,156.31,153.84,22944
2009.07.30,0:00,157.58,155.56,158.05,155.23,21459
2009.07.31,0:00,158.2,157.59,158.55,156.91,19690
2009.08.03,0:00,161.24,158.42,161.75,158.08,17255
2009.08.04,0:00,161.28,161.23,162.15,160.02,19416
2009.08.05,0:00,161.29,161.29,162.42,160.41,19772
2009.08.06,0:00,160.17,161.31,162.37,159.95,23068
2009.08.07,0:00,162.7,160.16,163.05,158.94,22286
2009.08.10,0:00,160.08,162.82,162.98,159.37,24128
2009.08.11,0:00,158.16,160.09,160.19,157.81,20647
2009.08.12,0:00,158.27,158.15,159.74,155.96,25293
2009.08.13,0:00,158.29,158.25,160.3,157.37,15864
2009.08.14,0:00,157.01,158.28,158.38,155.99,17542
2009.08.17,0:00,154.46,156.38,156.53,153.44,18898
2009.08.18,0:00,156.78,154.47,157.05,154.03,18664
2009.08.19,0:00,155.46,156.77,157.5,153.62,16763
2009.08.20,0:00,155.45,155.45,156.69,154.53,17578
2009.08.21,0:00,155.78,155.44,156.56,153.55,24923
2009.08.24,0:00,155.21,155.7,156.79,154.81,18156
2009.08.25,0:00,153.96,155.2,155.49,153.4,22325
2009.08.26,0:00,153.12,153.97,154.08,152.2,20923
2009.08.27,0:00,152.26,153.14,153.17,151.04,22797
2009.08.28,0:00,152.25,152.25,153.6,151.98,18601
2009.08.31,0:00,151.63,151.76,152.17,150.03,15603
2009.09.01,0:00,150.13,151.65,152.73,149.81,15418
2009.09.02,0:00,150.03,150.12,150.53,149.02,19785
2009.09.03,0:00,151.14,150.02,151.72,149.4,20807
2009.09.04,0:00,152.43,151.15,152.68,150.83,20897
2009.09.07,0:00,152.13,152.38,153.22,151.57,14028
2009.09.08,0:00,152.19,152.12,152.89,151.31,20839
2009.09.09,0:00,152.26,152.18,152.99,151.62,25160
2009.09.10,0:00,152.71,152.27,153.1,151.9,25696
2009.09.11,0:00,151.05,152.7,152.86,150.47,26716
2009.09.14,0:00,150.77,150.58,150.87,149.89,24522
2009.09.15,0:00,150.08,150.75,151.73,149.44,21267
2009.09.16,0:00,149.94,150.07,150.55,148.59,25982
2009.09.17,0:00,149.82,149.93,151.17,149.58,22334
2009.09.18,0:00,148.54,149.81,150.03,148.23,18962
2009.09.21,0:00,149.02,148.16,149.59,148.05,16949
2009.09.22,0:00,148.98,149.04,149.4,148.45,15594
2009.09.23,0:00,149.13,148.99,150.33,148.22,23210
2009.09.24,0:00,146.57,149.14,149.54,146.28,23416
2009.09.25,0:00,142.96,146.58,146.67,142.72,32154
2009.09.28,0:00,142.41,143.13,143.13,139.72,37928
2009.09.29,0:00,143.82,142.42,143.94,142.02,31010
2009.09.30,0:00,143.59,143.83,144.51,142.83,29907
2009.10.01,0:00,142.78,143.58,144.19,142.68,24691
2009.10.02,0:00,143.17,142.77,143.17,140.78,35536
2009.10.04,0:00,142.44,142.49,142.57,142.32,390
2009.10.05,0:00,142.66,142.45,143.94,142.45,25059
2009.10.06,0:00,141.21,142.65,143.21,140.93,21189
2009.10.07,0:00,141.34,141.2,141.99,139.68,20155
2009.10.08,0:00,141.97,141.35,142.52,140.96,19202
2009.10.09,0:00,142.23,141.98,143.09,141.64,23438
2009.10.11,0:00,142.22,141.79,142.31,141.79,449
2009.10.12,0:00,141.85,142.23,143.19,141.53,20139
2009.10.13,0:00,142.72,141.86,143.18,141.16,20067
2009.10.14,0:00,142.92,142.71,143.82,141.71,24050
2009.10.15,0:00,147.24,142.93,147.56,142.82,24064
2009.10.16,0:00,148.65,147.23,149.28,147.16,27101
2009.10.18,0:00,148.38,148.27,148.52,148.16,527
2009.10.19,0:00,148.86,148.39,149.12,147.06,23277
2009.10.20,0:00,148.47,148.85,149.37,147.48,20615
2009.10.21,0:00,150.95,148.48,151.52,148.42,20527
2009.10.22,0:00,151.68,150.94,151.95,150.54,20396
2009.10.23,0:00,150.08,151.67,153.21,149.95,22277
2009.10.25,0:00,150.1,150.09,150.21,149.96,421
2009.10.26,0:00,150.44,150.11,151.15,149.13,19234
2009.10.27,0:00,150.23,150.45,151.14,149.88,22458
2009.10.28,0:00,148.5,150.24,150.38,148.27,22166
2009.10.29,0:00,151.46,148.49,151.59,147.65,32736
2009.10.30,0:00,148.21,151.45,151.72,147.63,23527
2009.11.02,0:00,147.99,147.09,148.9,145.77,24464
2009.11.03,0:00,148.45,148,148.55,146.36,20622
2009.11.04,0:00,150.14,148.46,151.27,147.78,22715
2009.11.05,0:00,150.39,150.13,150.57,148.51,19911
2009.11.06,0:00,149.27,150.38,150.74,148.39,17645
2009.11.09,0:00,150.67,149.92,151.59,149.2,17994
2009.11.10,0:00,150.34,150.68,150.99,149,22896
2009.11.11,0:00,148.95,150.35,151.14,148.55,22298
2009.11.12,0:00,149.77,148.96,150,148.23,17060
2009.11.13,0:00,149.48,149.78,150.42,148.95,15753
2009.11.16,0:00,149.74,149.55,150.35,149.11,17565
2009.11.17,0:00,150.02,149.75,150.2,149.34,17701
2009.11.18,0:00,149.55,150.01,150.3,149.36,14361
2009.11.19,0:00,148.26,149.56,149.66,147.3,18271
2009.11.20,0:00,146.65,148.25,148.37,146.43,14662
2009.11.23,0:00,147.69,146.53,148.2,146.3,11708
2009.11.24,0:00,146.76,147.71,147.91,146.22,14350
2009.11.25,0:00,145.88,146.75,147.64,145.62,18723
2009.11.26,0:00,143.09,145.87,146.19,142.53,24471
2009.11.27,0:00,142.72,143.08,143.47,139.27,41018
2009.11.30,0:00,142.03,142.97,143.89,141.02,24880
2009.12.01,0:00,143.94,142.02,144.4,141.61,18969
2009.12.02,0:00,145.28,143.91,145.7,143.78,13895
2009.12.03,0:00,145.95,145.27,146.84,145.26,15452
2009.12.04,0:00,149.16,145.94,149.16,145.41,18385
2009.12.07,0:00,147.17,148.11,148.8,146.6,18969
2009.12.08,0:00,143.99,147.19,147.2,143.58,15491
2009.12.09,0:00,142.84,144,144.32,141.99,17210
2009.12.10,0:00,143.55,142.85,144.37,142.46,16455
2009.12.11,0:00,144.88,143.54,145.63,143.53,13659
2009.12.14,0:00,144.52,144.53,145.05,143.11,13975
2009.12.15,0:00,145.74,144.53,146.04,144.34,12095
2009.12.16,0:00,146.62,145.75,146.91,145.23,13621
2009.12.17,0:00,145.29,146.61,146.84,144.66,17827
2009.12.18,0:00,146.18,145.3,146.54,143.71,20626
2009.12.21,0:00,146.2,145.49,146.45,145.45,12535
2009.12.22,0:00,146.54,146.19,147.04,146.01,15455
2009.12.23,0:00,146.19,146.24,146.3,146.1,922
2009.12.24,0:00,146.057,145.84,146.363,145.6,33873
2009.12.28,0:00,146.58,146.011,146.653,145.814,68604
2009.12.29,0:00,146.179,146.579,147.113,145.961,87151
2009.12.30,0:00,148.552,146.18,148.922,146.03,95660
2009.12.31,0:00,150.344,148.553,150.66,148.233,67048
2010.01.03,0:00,149.769,150.044,150.128,149.715,794
2010.01.04,0:00,148.726,149.761,150.684,148.625,148396
2010.01.05,0:00,146.613,148.727,149.118,146.105,146333
2010.01.06,0:00,147.845,146.619,148.423,145.969,149975
2010.01.07,0:00,148.72,147.843,148.73,147.036,143303
2010.01.08,0:00,148.435,148.719,149.478,148.02,157511
2010.01.10,0:00,148.748,148.47,148.803,148.034,544
2010.01.11,0:00,148.361,148.747,149.564,148.037,147014
2010.01.12,0:00,147.014,148.353,148.612,146.627,183217
2010.01.13,0:00,148.728,147.022,149.016,146.682,178908
2010.01.14,0:00,148.946,148.726,149.974,148.341,170730
2010.01.15,0:00,147.612,148.947,149.194,147.142,169439
2010.01.17,0:00,147.578,147.56,147.613,147.387,1780
2010.01.18,0:00,148.331,147.566,148.874,147.496,135480
2010.01.19,0:00,149.086,148.328,149.429,147.967,155344
2010.01.20,0:00,148.598,149.087,149.229,147.539,155345
2010.01.21,0:00,146.419,148.593,149.065,146.056,154532
2010.01.22,0:00,144.703,146.421,147.197,144.582,159946
2010.01.25,0:00,146.611,144.748,146.697,144.701,113881
2010.01.26,0:00,144.683,146.608,147.263,144.055,145548
2010.01.27,0:00,145.504,144.684,145.666,143.6,166650
2010.01.28,0:00,145.062,145.505,147.196,144.595,163344
2010.01.29,0:00,144.273,145.058,146.261,144.194,172755
2010.01.31,0:00,143.288,143.564,144.224,143.149,1386
2010.02.01,0:00,144.552,143.287,144.842,143.029,150842
2010.02.02,0:00,144.336,144.551,145.161,143.821,137249
2010.02.03,0:00,144.56,144.338,145.254,144.185,144512
2010.02.04,0:00,140.269,144.559,144.75,139.315,161068
2010.02.05,0:00,139.553,140.252,141.4,138.22,192141
2010.02.07,0:00,139.514,139.769,139.897,139.462,1656
2010.02.08,0:00,139.062,139.52,139.901,138.601,145773
2010.02.09,0:00,140.949,139.07,141.177,138.767,149079
2010.02.10,0:00,140.234,140.95,141.397,139.42,171131
2010.02.11,0:00,140.938,140.233,140.985,139.591,106468
2010.02.12,0:00,141.211,140.939,141.868,139.762,127173
2010.02.14,0:00,141.305,141.154,141.355,141.072,727
2010.02.15,0:00,140.912,141.308,141.354,140.678,84021
2010.02.16,0:00,142.31,140.911,142.553,140.702,127951
2010.02.17,0:00,142.98,142.311,143.587,142.068,140433
2010.02.18,0:00,142.543,142.978,143.048,140.948,144323
2010.02.19,0:00,141.543,142.549,142.673,140.863,164062
2010.02.21,0:00,141.527,141.525,141.677,141.457,1032
2010.02.22,0:00,141.068,141.514,142.155,140.764,112154
2010.02.23,0:00,139.091,141.066,141.639,138.707,150748
2010.02.24,0:00,138.864,139.095,139.565,138.328,126010
2010.02.25,0:00,135.926,138.863,139.197,134.931,157862
2010.02.26,0:00,135.478,135.927,136.682,134.623,120964
2010.02.28,0:00,134.641,134.967,134.976,134.619,1268
2010.03.01,0:00,133.57,134.644,135.471,131.987,155229
2010.03.02,0:00,132.984,133.573,133.725,132.458,147554
2010.03.03,0:00,133.532,132.981,133.982,132.723,141490
2010.03.04,0:00,133.773,133.533,134.793,132.541,140387
2010.03.05,0:00,136.622,133.772,137.02,133.738,112964
2010.03.07,0:00,136.876,136.79,136.929,136.661,1009
2010.03.08,0:00,136.026,136.865,137.344,135.642,126136
2010.03.09,0:00,134.875,136.028,136.073,133.888,133696
2010.03.10,0:00,135.528,134.876,135.869,133.883,124956
2010.03.11,0:00,136.279,135.532,136.459,134.887,117192
2010.03.12,0:00,137.691,136.274,138.043,136.067,116892
2010.03.14,0:00,137.46,137.817,137.834,137.46,956
2010.03.15,0:00,136.168,137.463,137.914,135.773,120070
2010.03.16,0:00,137.618,136.167,137.817,135.144,140244
2010.03.17,0:00,138.305,137.615,139.324,137.078,131378
2010.03.18,0:00,137.724,138.306,138.542,136.991,139394
2010.03.19,0:00,135.926,137.725,138.062,135.596,113487
2010.03.21,0:00,135.762,135.959,135.998,135.633,1364
2010.03.22,0:00,136.044,135.761,136.176,134.523,108928
2010.03.23,0:00,135.959,136.045,136.498,135.206,118576
2010.03.24,0:00,137.109,135.958,137.407,135.47,146924
2010.03.25,0:00,137.291,137.11,138.099,136.63,136834
2010.03.26,0:00,137.82,137.292,138.015,137.021,123012
2010.03.28,0:00,137.921,137.943,138.273,137.839,1916
2010.03.29,0:00,138.536,137.915,139.092,137.659,143646
2010.03.30,0:00,139.742,138.539,140.516,137.996,158027
2010.03.31,0:00,141.876,139.744,141.99,139.728,185318
2010.04.01,0:00,143.421,141.866,143.601,141.724,166895
2010.04.02,0:00,143.85,143.422,143.931,142.724,91844
2010.04.04,0:00,144.739,144.446,144.811,143.824,1152
2010.04.05,0:00,144.303,144.68,144.872,143.731,87824
2010.04.06,0:00,143.146,144.301,144.4,142.054,150326
2010.04.07,0:00,142.238,143.145,143.818,141.755,151022
2010.04.08,0:00,142.638,142.237,142.771,140.928,145998
2010.04.09,0:00,143.196,142.639,144.289,142.564,131717
2010.04.11,0:00,143.434,143.422,143.502,143.402,162
2010.04.12,0:00,143.255,143.658,144.474,143.144,138475
2010.04.13,0:00,143.31,143.253,143.753,142.036,151957
2010.04.14,0:00,144.153,143.308,144.613,143.199,150166
2010.04.15,0:00,144.13,144.154,145.006,143.242,150466
2010.04.16,0:00,141.572,144.131,144.219,141.316,169984
2010.04.19,0:00,141.691,140.29,141.728,139.346,168876
2010.04.20,0:00,143.135,141.7,143.5,141.516,146938
2010.04.21,0:00,143.567,143.13,144.139,142.594,157474
2010.04.22,0:00,143.741,143.568,144.148,142.406,175853
2010.04.23,0:00,144.46,143.742,144.721,143.06,167183
2010.04.26,0:00,145.198,144.617,145.94,144.468,138742
2010.04.27,0:00,142.328,145.201,145.372,141.569,157110
2010.04.28,0:00,142.964,142.325,143.467,141.687,210385
2010.04.29,0:00,144.009,142.963,144.334,142.173,169292
2010.04.30,0:00,143.287,144.003,145.186,143.22,200611
2010.05.03,0:00,144.096,143.908,144.604,142.959,133224
2010.05.04,0:00,143.122,144.099,144.883,142.573,189810
2010.05.05,0:00,141.635,143.12,144.012,141.18,186124
2010.05.06,0:00,134.331,141.637,142.274,129.742,197517
2010.05.07,0:00,135.575,134.322,138.164,133.108,287560
2010.05.10,0:00,138.467,137.524,140.539,135.719,254752
2010.05.11,0:00,138.513,138.463,139.637,135.877,222530
2010.05.12,0:00,138.186,138.51,139.8,137.378,189658
2010.05.13,0:00,135.504,138.184,139.5,135.287,167742
2010.05.14,0:00,134.391,135.503,136.022,133.175,174561
2010.05.17,0:00,133.984,133.861,134.319,131.066,199261
2010.05.18,0:00,132.175,133.985,134.772,131.803,177762
2010.05.19,0:00,132.419,132.187,132.555,129.716,225309
2010.05.20,0:00,128.764,132.414,132.773,126.717,200704
2010.05.21,0:00,130.097,128.758,130.794,127.723,250627
2010.05.24,0:00,130.207,130.583,131.35,129.097,180148
2010.05.25,0:00,129.963,130.21,130.224,127.615,222380
2010.05.26,0:00,129.358,129.96,130.58,129.031,202419
2010.05.27,0:00,132.711,129.354,132.946,129.047,205438
2010.05.28,0:00,131.606,132.712,133.208,130.859,190153
2010.05.31,0:00,132.645,131.167,132.894,131.092,120130
2010.06.01,0:00,133.183,132.644,134.42,130.778,189136
2010.06.02,0:00,134.954,133.181,135.384,133.004,205487
2010.06.03,0:00,135.397,134.955,136.381,134.523,192336
2010.06.04,0:00,132.8,135.395,136.233,132.122,171315
2010.06.07,0:00,132.161,132.179,133.823,131.061,216876
2010.06.08,0:00,132.294,132.165,133.366,130.395,190256
2010.06.09,0:00,132.592,132.295,133.746,131.396,167615
2010.06.10,0:00,134.344,132.591,134.402,132.211,193225
2010.06.11,0:00,133.316,134.343,135.119,132.655,179506
2010.06.14,0:00,134.975,133.885,135.856,133.376,151264
2010.06.15,0:00,135.351,134.977,135.63,133.902,189864
2010.06.16,0:00,134.667,135.348,135.934,134.501,174004
2010.06.17,0:00,134.879,134.666,135.459,133.506,159222
2010.06.18,0:00,134.419,134.878,135.16,133.972,127968
2010.06.21,0:00,134.391,134.149,135.984,133.938,163724
2010.06.22,0:00,134.137,134.392,134.744,133.062,150129
2010.06.23,0:00,134.277,134.14,134.947,133.661,129329
2010.06.24,0:00,133.807,134.278,134.836,133.43,143368
2010.06.25,0:00,134.361,133.809,134.578,133.078,137084
2010.06.28,0:00,134.941,134.461,135.226,134.171,127043
2010.06.29,0:00,133.425,134.934,135.107,132.794,134989
2010.06.30,0:00,132.133,133.417,133.569,131.967,142459
2010.07.01,0:00,132.9,132.131,133.056,131.26,176841
2010.07.02,0:00,133.368,132.916,133.836,132.671,140201
2010.07.05,0:00,132.804,133.333,133.629,132.357,82618
2010.07.06,0:00,132.554,132.802,133.643,131.84,142349
2010.07.07,0:00,133.165,132.553,133.327,131.226,134860
2010.07.08,0:00,133.963,133.166,134.564,132.989,154512
2010.07.09,0:00,133.435,133.962,134.62,133.197,138384
2010.07.12,0:00,133.167,133.779,133.961,132.534,122234
2010.07.13,0:00,134.633,133.166,134.666,132.406,139826
2010.07.14,0:00,134.937,134.635,135.782,134.268,135729
2010.07.15,0:00,135.025,134.936,135.507,133.961,145824
2010.07.16,0:00,132.639,135.022,135.181,131.995,145490
2010.07.19,0:00,131.975,132.141,133.407,131.759,117657
2010.07.20,0:00,133.51,131.974,133.72,131.468,132099
2010.07.21,0:00,131.956,133.511,133.707,131.556,135735
2010.07.22,0:00,132.625,131.955,133.257,130.804,139741
2010.07.23,0:00,134.813,132.623,134.972,132.399,153698
2010.07.26,0:00,134.542,134.842,135.554,134.378,120950
2010.07.27,0:00,137.021,134.541,137.189,134.425,134433
2010.07.28,0:00,136.383,137.02,137.517,135.846,141409
2010.07.29,0:00,135.462,136.378,136.854,134.945,134029
2010.07.30,0:00,135.658,135.459,136.013,134.164,145295
2010.08.02,0:00,137.379,135.606,137.638,135.489,119908
2010.08.03,0:00,136.806,137.377,137.747,136.296,120492
2010.08.04,0:00,136.987,136.803,137.194,135.816,125318
2010.08.05,0:00,136.378,136.989,137.465,135.749,119979
2010.08.06,0:00,136.286,136.386,137.027,135.448,113838
2010.08.09,0:00,136.521,136.297,136.955,136.173,100035
2010.08.10,0:00,135.396,136.524,136.706,134.91,135257
2010.08.11,0:00,133.559,135.395,135.494,132.773,156448
2010.08.12,0:00,133.787,133.561,134.658,132.963,125021
2010.08.13,0:00,134.354,133.793,134.788,133.329,104598
2010.08.16,0:00,133.637,134.472,134.532,133.143,108443
2010.08.17,0:00,133.264,133.644,133.906,133.035,104285
2010.08.18,0:00,133.227,133.27,133.712,132.416,102600
2010.08.19,0:00,133.196,133.226,134.018,132.775,126466
2010.08.20,0:00,132.926,133.182,133.301,131.949,106696
2010.08.23,0:00,132.063,132.901,133.306,131.992,94622
2010.08.24,0:00,129.139,132.067,132.085,128.754,128862
2010.08.25,0:00,130.764,129.141,131.006,129.125,126691
2010.08.26,0:00,131.094,130.726,132.008,130.691,116311
2010.08.27,0:00,132.331,131.093,132.525,130.425,95319
2010.08.30,0:00,130.79,132.462,133.582,130.618,101616
2010.08.31,0:00,129.193,130.792,130.94,128.631,105494
2010.09.01,0:00,130.456,129.191,130.904,128.775,108115
2010.09.02,0:00,129.751,130.454,130.574,129.135,98098
2010.09.03,0:00,130.235,129.75,131.637,129.625,77243
2010.09.06,0:00,129.596,129.821,130.629,129.225,73834
2010.09.07,0:00,128.718,129.595,129.638,127.877,123226
2010.09.08,0:00,129.726,128.716,130.29,128.03,125367
2010.09.09,0:00,129.232,129.725,129.953,128.539,100418
2010.09.10,0:00,129.25,129.23,130.027,128.968,97460
2010.09.13,0:00,129.115,129.35,130.085,128.749,118902
2010.09.14,0:00,129.007,129.117,129.399,127.611,153864
2010.09.15,0:00,133.916,129.004,133.931,128.526,170430
2010.09.16,0:00,133.977,133.917,134.233,132.95,146387
2010.09.17,0:00,134.169,133.975,135.023,133.642,127015
2010.09.20,0:00,133.175,134.193,134.416,133.174,104959
2010.09.21,0:00,132.896,133.174,133.413,132.316,128943
2010.09.22,0:00,132.309,132.897,133.375,131.694,153057
2010.09.23,0:00,132.305,132.31,132.751,131.798,128891
2010.09.24,0:00,133.242,132.306,133.739,132.136,129183
2010.09.27,0:00,133.364,133.24,133.642,132.904,103541
2010.09.28,0:00,132.494,133.365,133.736,131.929,137354
2010.09.29,0:00,132.09,132.493,132.906,131.813,131607
2010.09.30,0:00,131.232,132.089,132.699,130.831,153459
2010.10.01,0:00,131.625,131.234,132.06,131.087,132218
2010.10.04,0:00,131.91,131.522,132.363,131.136,121670
2010.10.05,0:00,132.215,131.909,132.988,131.852,131342
2010.10.06,0:00,131.724,132.221,132.412,131.415,124251
2010.10.07,0:00,130.795,131.718,131.86,130.438,132517
2010.10.08,0:00,130.736,130.776,131.074,130.038,115776
2010.10.11,0:00,130.294,130.688,130.982,129.836,97952
2010.10.12,0:00,129.155,130.293,130.716,128.948,136419
2010.10.13,0:00,130.003,129.156,130.135,128.98,113269
2010.10.14,0:00,130.415,130,130.476,129.629,123210
2010.10.15,0:00,130.145,130.414,130.686,129.981,107971
2010.10.18,0:00,128.986,130.004,130.214,128.664,142211
2010.10.19,0:00,128.068,128.99,129.376,127.748,156692
2010.10.20,0:00,128.474,128.086,128.748,127.326,139435
2010.10.21,0:00,127.683,128.475,129.198,127.467,134397
2010.10.22,0:00,127.574,127.687,127.884,127.057,104121
2010.10.25,0:00,127.021,127.429,127.724,126.42,132141
2010.10.26,0:00,128.999,127.022,129.119,126.788,152812
2010.10.27,0:00,128.907,129.001,129.565,128.501,160709
2010.10.28,0:00,129.166,128.899,129.341,128.052,124409
2010.10.29,0:00,128.929,129.165,129.268,127.947,129259
2010.10.31,0:00,128.919,128.845,128.954,128.745,1068
2010.11.01,0:00,129.105,128.927,130.297,128.767,95077
2010.11.02,0:00,129.343,129.106,129.646,128.93,88655
2010.11.03,0:00,130.624,129.336,131.223,129.004,98413
2010.11.04,0:00,131.297,130.62,131.488,130.088,141631
2010.11.05,0:00,131.458,131.299,131.986,130.463,137286
2010.11.08,0:00,130.991,131.542,131.594,130.507,136534
2010.11.09,0:00,130.548,130.996,131.062,129.802,157735
2010.11.10,0:00,132.604,130.55,133.064,130.338,165371
2010.11.11,0:00,132.963,132.602,133.22,132.225,139694
2010.11.12,0:00,132.975,132.957,133.533,130.955,157505
2010.11.15,0:00,133.32,133.167,133.756,132.876,148886
2010.11.16,0:00,132.287,133.321,133.738,132.156,159959
2010.11.17,0:00,132.281,132.298,132.95,132.196,119535
2010.11.18,0:00,133.937,132.28,134.188,132.201,132505
2010.11.19,0:00,133.474,133.941,134.179,133.02,108831
2010.11.22,0:00,132.929,133.409,134.165,132.6,138549
2010.11.23,0:00,131.151,132.928,133.345,130.82,150380
2010.11.24,0:00,131.712,131.152,131.966,130.82,153002
2010.11.25,0:00,131.705,131.709,132.007,131.336,95685
2010.11.26,0:00,131.036,131.703,132.086,130.929,112410
2010.11.29,0:00,131.18,131.052,131.345,130.816,134277
2010.11.30,0:00,130.2,131.154,131.158,129.315,174138
2010.12.01,0:00,131.494,130.199,131.58,129.891,174143
2010.12.02,0:00,130.715,131.492,131.726,130.17,144748
2010.12.03,0:00,130.18,130.717,131.041,129.498,139588
2010.12.06,0:00,129.862,130.24,130.598,129.507,133228
2010.12.07,0:00,131.528,129.861,131.764,129.509,158546
2010.12.08,0:00,132.758,131.529,132.98,131.313,175555
2010.12.09,0:00,132.035,132.757,132.886,131.716,157173
2010.12.10,0:00,132.619,132.032,132.77,131.911,106003
2010.12.13,0:00,132.206,132.678,133.026,131.775,124502
2010.12.14,0:00,131.932,132.193,132.639,131.26,138852
2010.12.15,0:00,130.928,131.933,132.269,130.743,153676
2010.12.16,0:00,131.137,130.929,131.604,130.83,128000
2010.12.17,0:00,130.422,131.136,131.381,129.981,118128
2010.12.20,0:00,129.924,130.208,130.457,129.544,112255
2010.12.21,0:00,129.517,129.922,130.293,129.232,118623
2010.12.22,0:00,128.53,129.516,129.685,128.308,104192
2010.12.23,0:00,127.875,128.529,128.729,127.429,95382
2010.12.24,0:00,127.969,128.268,128.405,127.798,41438
2010.12.27,0:00,127.674,127.799,128.006,127.362,76991
2010.12.28,0:00,126.559,127.682,128.005,126.087,99745
2010.12.29,0:00,126.452,126.565,126.778,126.083,109837
2010.12.30,0:00,125.724,126.449,126.667,125.47,105278
2010.12.31,0:00,126.615,125.721,126.987,125.672,79794
2011.01.03,0:00,126.56,126.413,126.575,125.736,96476
2011.01.04,0:00,127.822,126.561,128.561,126.321,148648
2011.01.05,0:00,129.112,127.823,129.205,127.421,159158
2011.01.06,0:00,128.909,129.115,129.272,128.394,146412
2011.01.07,0:00,129.228,128.907,129.398,128.116,135471
2011.01.10,0:00,128.76,129.155,129.324,128.283,137659
2011.01.11,0:00,129.807,128.762,130.338,128.713,145591
2011.01.12,0:00,130.771,129.824,131.114,129.58,163584
2011.01.13,0:00,131.111,130.77,131.389,130.466,157567
2011.01.14,0:00,131.475,131.109,131.845,130.423,155205
2011.01.17,0:00,131.31,131.332,131.669,130.952,123696
2011.01.18,0:00,131.769,131.309,132.475,131.258,148054
2011.01.19,0:00,131.158,131.768,132.126,130.797,144839
2011.01.20,0:00,131.915,131.157,132.097,130.65,142046
2011.01.21,0:00,132.089,131.916,132.31,131.451,139596
2011.01.24,0:00,131.898,132.09,132.31,131.663,131718
2011.01.25,0:00,130.06,131.897,132.002,129.602,166139
2011.01.26,0:00,130.903,130.059,131.059,129.485,163382
2011.01.27,0:00,132.016,130.9,132.635,130.543,163132
2011.01.28,0:00,130.209,132.017,132.065,129.777,152393
2011.01.31,0:00,131.349,129.945,131.562,129.81,124436
2011.02.01,0:00,131.284,131.351,131.957,130.907,136077
2011.02.02,0:00,132,131.286,132.284,131.219,125287
2011.02.03,0:00,131.669,131.999,132.91,131.435,122401
2011.02.04,0:00,132.362,131.664,132.72,130.845,121151
2011.02.07,0:00,132.588,132.271,133.223,132.201,127202
2011.02.08,0:00,132.302,132.591,132.877,131.543,134716
2011.02.09,0:00,132.573,132.304,132.968,132.075,122114
2011.02.10,0:00,133.941,132.572,134.222,132.465,121878
2011.02.11,0:00,133.513,133.94,134.191,133.221,109099
2011.02.14,0:00,133.599,133.448,133.738,133.148,111763
2011.02.15,0:00,135.056,133.6,135.42,133.475,130301
2011.02.16,0:00,134.644,135.059,135.432,134.148,131862
2011.02.17,0:00,134.705,134.643,134.947,134.323,103356
2011.02.18,0:00,135.153,134.703,135.484,134.421,83867
2011.02.21,0:00,134.862,135.039,135.156,134.666,55362
2011.02.22,0:00,133.524,134.866,135.437,133.219,124362
2011.02.23,0:00,133.723,133.539,134.611,133.338,125470
2011.02.24,0:00,132.126,133.721,133.835,131.471,114907
2011.02.25,0:00,131.61,132.128,132.442,131.089,88203
2011.02.28,0:00,132.919,131.576,133.289,131.244,103927
2011.03.01,0:00,133.121,132.916,134.104,132.915,111693
2011.03.02,0:00,133.622,133.122,133.734,132.795,95970
2011.03.03,0:00,134.163,133.624,134.168,132.907,97633
2011.03.04,0:00,133.87,134.161,135.195,133.626,93133
2011.03.07,0:00,133.201,133.976,134.041,132.894,96753
2011.03.08,0:00,133.557,133.202,133.757,133.086,96363
2011.03.09,0:00,134.015,133.558,134.259,133.538,92628
2011.03.10,0:00,133.226,134.013,134.324,132.888,120602
2011.03.11,0:00,131.597,133.227,133.708,130.841,116180
2011.03.14,0:00,132.073,131.487,132.349,129.625,140943
2011.03.15,0:00,129.837,132.069,132.521,129.156,161678
